party,score
ไทยทรัพย์ทวี,5
เพื่อชาติไทย,9
ใหม่,1
มิติใหม่,1
รวมใจไทย,2
รวมไทยสร้างชาติ,1
พลวัต,2
ประชาธิปไตยใหม่,17
เพื่อไทย,155
ทางเลือกใหม่,5
เศรษฐกิจ,10
เสรีรวมไทย,4
รวมพลังประชาชน,6
ท้องที่ไทย,0
อนาคตไทย,2
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,1
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,1
ไทยก้าวหน้า,1
ไทยภักดี,1
แรงงานสร้างชาติ,0
ประชากรไทย,1
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,22
พลังธรรมใหม่,2
กรีน,0
ไทยธรรม,1
แผ่นดินธรรม,2
กล้าธรรม,2
พลังประชารัฐ,0
โอกาสใหม่,4
เป็นธรรม,1
ประชาชน,222
ประชาไทย,0
ไทยสร้างไทย,0
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,1
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
