party,score
ไทยทรัพย์ทวี,12
เพื่อชาติไทย,10
ใหม่,4
มิติใหม่,6
รวมใจไทย,6
รวมไทยสร้างชาติ,12
พลวัต,0
ประชาธิปไตยใหม่,8
เพื่อไทย,30
ทางเลือกใหม่,3
เศรษฐกิจ,9
เสรีรวมไทย,0
รวมพลังประชาชน,4
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,4
ไทยชนะ,1
พลังสังคมใหม่,2
สังคมประชาธิปไตยไทย,0
ฟิวชัน,1
ไทรวมพลัง,1
ก้าวอิสระ,2
ปวงชนไทย,2
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,16
ไทยก้าวหน้า,3
ไทยภักดี,0
แรงงานสร้างชาติ,2
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,2
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,17
พลังธรรมใหม่,0
กรีน,1
ไทยธรรม,1
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,1
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,72
ประชาไทย,1
ไทยสร้างไทย,1
ไทยก้าวใหม่,3
ประชาอาสาชาติ,1
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,2
พลังไทยรักชาติ,1
