party,score
ไทยทรัพย์ทวี,1
เพื่อชาติไทย,2
ใหม่,2
มิติใหม่,0
รวมใจไทย,2
รวมไทยสร้างชาติ,1
พลวัต,0
ประชาธิปไตยใหม่,4
เพื่อไทย,43
ทางเลือกใหม่,3
เศรษฐกิจ,6
เสรีรวมไทย,1
รวมพลังประชาชน,4
ท้องที่ไทย,1
อนาคตไทย,1
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,1
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,1
ไทยก้าวหน้า,0
ไทยภักดี,0
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,2
พลังธรรมใหม่,0
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,0
โอกาสใหม่,1
เป็นธรรม,0
ประชาชน,58
ประชาไทย,1
ไทยสร้างไทย,0
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
