party,score
ไทยทรัพย์ทวี,3
เพื่อชาติไทย,2
ใหม่,5
มิติใหม่,4
รวมใจไทย,1
รวมไทยสร้างชาติ,10
พลวัต,2
ประชาธิปไตยใหม่,5
เพื่อไทย,127
ทางเลือกใหม่,2
เศรษฐกิจ,16
เสรีรวมไทย,3
รวมพลังประชาชน,6
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,1
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,17
ไทยก้าวหน้า,0
ไทยภักดี,3
แรงงานสร้างชาติ,1
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,1
รักชาติ,0
ไทยพร้อม,1
ภูมิใจไทย,63
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,1
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,0
โอกาสใหม่,4
เป็นธรรม,0
ประชาชน,319
ประชาไทย,1
ไทยสร้างไทย,4
ไทยก้าวใหม่,2
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,1
ความหวังใหม่,1
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
