party,score
ไทยทรัพย์ทวี,2
เพื่อชาติไทย,5
ใหม่,1
มิติใหม่,0
รวมใจไทย,0
รวมไทยสร้างชาติ,15
พลวัต,0
ประชาธิปไตยใหม่,4
เพื่อไทย,88
ทางเลือกใหม่,4
เศรษฐกิจ,8
เสรีรวมไทย,1
รวมพลังประชาชน,3
ท้องที่ไทย,1
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,1
ฟิวชัน,0
ไทรวมพลัง,3
ก้าวอิสระ,0
ปวงชนไทย,1
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,21
ไทยก้าวหน้า,1
ไทยภักดี,1
แรงงานสร้างชาติ,1
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,48
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,0
พลังประชารัฐ,0
โอกาสใหม่,4
เป็นธรรม,2
ประชาชน,203
ประชาไทย,1
ไทยสร้างไทย,5
ไทยก้าวใหม่,2
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
