party,score
ไทยทรัพย์ทวี,8
เพื่อชาติไทย,1
ใหม่,2
มิติใหม่,2
รวมใจไทย,5
รวมไทยสร้างชาติ,10
พลวัต,0
ประชาธิปไตยใหม่,6
เพื่อไทย,70
ทางเลือกใหม่,0
เศรษฐกิจ,12
เสรีรวมไทย,3
รวมพลังประชาชน,5
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,43
ไทยก้าวหน้า,0
ไทยภักดี,1
แรงงานสร้างชาติ,1
ประชากรไทย,1
ครูไทยเพื่อประชาชน,1
ประชาชาติ,2
สร้างอนาคตไทย,2
รักชาติ,2
ไทยพร้อม,2
ภูมิใจไทย,53
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,6
พลังประชารัฐ,1
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,202
ประชาไทย,0
ไทยสร้างไทย,8
ไทยก้าวใหม่,0
ประชาอาสาชาติ,1
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,2
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
