party,score
ไทยทรัพย์ทวี,7
เพื่อชาติไทย,5
ใหม่,2
มิติใหม่,2
รวมใจไทย,1
รวมไทยสร้างชาติ,10
พลวัต,0
ประชาธิปไตยใหม่,2
เพื่อไทย,145
ทางเลือกใหม่,1
เศรษฐกิจ,28
เสรีรวมไทย,6
รวมพลังประชาชน,5
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,2
ประชาธิปัตย์,16
ไทยก้าวหน้า,0
ไทยภักดี,5
แรงงานสร้างชาติ,0
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,43
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,4
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,307
ประชาไทย,0
ไทยสร้างไทย,4
ไทยก้าวใหม่,4
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,1
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
