party,score
ไทยทรัพย์ทวี,6
เพื่อชาติไทย,3
ใหม่,2
มิติใหม่,3
รวมใจไทย,1
รวมไทยสร้างชาติ,3
พลวัต,0
ประชาธิปไตยใหม่,8
เพื่อไทย,89
ทางเลือกใหม่,0
เศรษฐกิจ,14
เสรีรวมไทย,3
รวมพลังประชาชน,2
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,0
ไทยชนะ,2
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,2
ปวงชนไทย,0
วิชชั่นใหม่,2
เพื่อชีวิตใหม่,1
คลองไทย,0
ประชาธิปัตย์,23
ไทยก้าวหน้า,2
ไทยภักดี,3
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,18
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,1
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,135
ประชาไทย,0
ไทยสร้างไทย,2
ไทยก้าวใหม่,2
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,1
พลังไทยรักชาติ,0
