party,score
ไทยทรัพย์ทวี,1
เพื่อชาติไทย,6
ใหม่,3
มิติใหม่,1
รวมใจไทย,3
รวมไทยสร้างชาติ,3
พลวัต,1
ประชาธิปไตยใหม่,4
เพื่อไทย,88
ทางเลือกใหม่,0
เศรษฐกิจ,20
เสรีรวมไทย,3
รวมพลังประชาชน,8
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,1
ก้าวอิสระ,0
ปวงชนไทย,1
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,6
ไทยก้าวหน้า,0
ไทยภักดี,0
แรงงานสร้างชาติ,0
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,23
พลังธรรมใหม่,3
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,1
กล้าธรรม,5
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,130
ประชาไทย,1
ไทยสร้างไทย,2
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
