party,score
ไทยทรัพย์ทวี,5
เพื่อชาติไทย,10
ใหม่,5
มิติใหม่,2
รวมใจไทย,4
รวมไทยสร้างชาติ,20
พลวัต,3
ประชาธิปไตยใหม่,6
เพื่อไทย,42
ทางเลือกใหม่,1
เศรษฐกิจ,1
เสรีรวมไทย,1
รวมพลังประชาชน,1
ท้องที่ไทย,2
อนาคตไทย,1
พลังเพื่อไทย,1
ไทยชนะ,1
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,3
ฟิวชัน,0
ไทรวมพลัง,1
ก้าวอิสระ,2
ปวงชนไทย,0
วิชชั่นใหม่,3
เพื่อชีวิตใหม่,1
คลองไทย,1
ประชาธิปัตย์,7
ไทยก้าวหน้า,1
ไทยภักดี,4
แรงงานสร้างชาติ,1
ประชากรไทย,2
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,2
รักชาติ,2
ไทยพร้อม,0
ภูมิใจไทย,12
พลังธรรมใหม่,2
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,1
กล้าธรรม,1
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,70
ประชาไทย,2
ไทยสร้างไทย,0
ไทยก้าวใหม่,0
ประชาอาสาชาติ,1
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
