party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,6
ใหม่,1
มิติใหม่,3
รวมใจไทย,2
รวมไทยสร้างชาติ,5
พลวัต,1
ประชาธิปไตยใหม่,7
เพื่อไทย,92
ทางเลือกใหม่,2
เศรษฐกิจ,15
เสรีรวมไทย,1
รวมพลังประชาชน,4
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,0
ไทยก้าวหน้า,2
ไทยภักดี,1
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,2
ภูมิใจไทย,29
พลังธรรมใหม่,1
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,1
กล้าธรรม,0
พลังประชารัฐ,0
โอกาสใหม่,1
เป็นธรรม,1
ประชาชน,0
ประชาไทย,2
ไทยสร้างไทย,1
ไทยก้าวใหม่,0
ประชาอาสาชาติ,1
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
