party,score
ไทยทรัพย์ทวี,9
เพื่อชาติไทย,2
ใหม่,1
มิติใหม่,1
รวมใจไทย,4
รวมไทยสร้างชาติ,4
พลวัต,2
ประชาธิปไตยใหม่,14
เพื่อไทย,132
ทางเลือกใหม่,3
เศรษฐกิจ,4
เสรีรวมไทย,4
รวมพลังประชาชน,4
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,4
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,4
ไทยก้าวหน้า,1
ไทยภักดี,4
แรงงานสร้างชาติ,0
ประชากรไทย,2
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,0
ภูมิใจไทย,32
พลังธรรมใหม่,1
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,1
กล้าธรรม,1
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,275
ประชาไทย,0
ไทยสร้างไทย,2
ไทยก้าวใหม่,2
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
