party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,5
ใหม่,0
มิติใหม่,0
รวมใจไทย,3
รวมไทยสร้างชาติ,12
พลวัต,2
ประชาธิปไตยใหม่,5
เพื่อไทย,132
ทางเลือกใหม่,2
เศรษฐกิจ,14
เสรีรวมไทย,2
รวมพลังประชาชน,4
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,3
ไทรวมพลัง,1
ก้าวอิสระ,1
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,3
ไทยก้าวหน้า,2
ไทยภักดี,3
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,2
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,92
พลังธรรมใหม่,1
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,1
พลังประชารัฐ,1
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,391
ประชาไทย,1
ไทยสร้างไทย,5
ไทยก้าวใหม่,3
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,1
ความหวังใหม่,0
ไทยรวมไทย,1
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
