party,score
ไทยทรัพย์ทวี,3
เพื่อชาติไทย,4
ใหม่,1
มิติใหม่,0
รวมใจไทย,3
รวมไทยสร้างชาติ,3
พลวัต,1
ประชาธิปไตยใหม่,3
เพื่อไทย,115
ทางเลือกใหม่,2
เศรษฐกิจ,9
เสรีรวมไทย,1
รวมพลังประชาชน,5
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,1
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,11
ไทยก้าวหน้า,2
ไทยภักดี,1
แรงงานสร้างชาติ,1
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,18
พลังธรรมใหม่,1
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,1
พลังประชารัฐ,2
โอกาสใหม่,3
เป็นธรรม,0
ประชาชน,177
ประชาไทย,0
ไทยสร้างไทย,5
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
