party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,2
ใหม่,0
มิติใหม่,0
รวมใจไทย,1
รวมไทยสร้างชาติ,2
พลวัต,0
ประชาธิปไตยใหม่,6
เพื่อไทย,91
ทางเลือกใหม่,0
เศรษฐกิจ,1
เสรีรวมไทย,0
รวมพลังประชาชน,1
ท้องที่ไทย,2
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,4
ไทยก้าวหน้า,0
ไทยภักดี,1
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,7
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,0
พลังประชารัฐ,0
โอกาสใหม่,1
เป็นธรรม,0
ประชาชน,70
ประชาไทย,1
ไทยสร้างไทย,0
ไทยก้าวใหม่,2
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,1
ความหวังใหม่,3
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
