party,score
ไทยทรัพย์ทวี,3
เพื่อชาติไทย,10
ใหม่,1
มิติใหม่,3
รวมใจไทย,0
รวมไทยสร้างชาติ,1
พลวัต,1
ประชาธิปไตยใหม่,14
เพื่อไทย,95
ทางเลือกใหม่,1
เศรษฐกิจ,11
เสรีรวมไทย,2
รวมพลังประชาชน,0
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,3
ไทยชนะ,3
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,13
ไทยก้าวหน้า,2
ไทยภักดี,1
แรงงานสร้างชาติ,1
ประชากรไทย,0
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,0
ภูมิใจไทย,31
พลังธรรมใหม่,2
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,3
โอกาสใหม่,1
เป็นธรรม,1
ประชาชน,151
ประชาไทย,2
ไทยสร้างไทย,2
ไทยก้าวใหม่,3
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,1
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
