party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,3
ใหม่,1
มิติใหม่,0
รวมใจไทย,1
รวมไทยสร้างชาติ,4
พลวัต,1
ประชาธิปไตยใหม่,3
เพื่อไทย,49
ทางเลือกใหม่,1
เศรษฐกิจ,7
เสรีรวมไทย,2
รวมพลังประชาชน,4
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,1
ปวงชนไทย,0
วิชชั่นใหม่,2
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,6
ไทยก้าวหน้า,0
ไทยภักดี,1
แรงงานสร้างชาติ,0
ประชากรไทย,1
ครูไทยเพื่อประชาชน,1
ประชาชาติ,3
สร้างอนาคตไทย,2
รักชาติ,0
ไทยพร้อม,1
ภูมิใจไทย,15
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,2
แผ่นดินธรรม,0
กล้าธรรม,1
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,3
ประชาชน,79
ประชาไทย,0
ไทยสร้างไทย,3
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,1
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
