party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,5
ใหม่,3
มิติใหม่,1
รวมใจไทย,2
รวมไทยสร้างชาติ,5
พลวัต,0
ประชาธิปไตยใหม่,14
เพื่อไทย,127
ทางเลือกใหม่,1
เศรษฐกิจ,26
เสรีรวมไทย,2
รวมพลังประชาชน,7
ท้องที่ไทย,1
อนาคตไทย,0
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,1
ฟิวชัน,0
ไทรวมพลัง,3
ก้าวอิสระ,0
ปวงชนไทย,1
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,10
ไทยก้าวหน้า,0
ไทยภักดี,1
แรงงานสร้างชาติ,0
ประชากรไทย,2
ครูไทยเพื่อประชาชน,0
ประชาชาติ,2
สร้างอนาคตไทย,2
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,21
พลังธรรมใหม่,3
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,4
พลังประชารัฐ,1
โอกาสใหม่,5
เป็นธรรม,0
ประชาชน,202
ประชาไทย,0
ไทยสร้างไทย,3
ไทยก้าวใหม่,2
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
