party,score
ไทยทรัพย์ทวี,6
เพื่อชาติไทย,6
ใหม่,3
มิติใหม่,1
รวมใจไทย,2
รวมไทยสร้างชาติ,6
พลวัต,2
ประชาธิปไตยใหม่,7
เพื่อไทย,139
ทางเลือกใหม่,4
เศรษฐกิจ,23
เสรีรวมไทย,1
รวมพลังประชาชน,1
ท้องที่ไทย,1
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,1
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,2
ประชาธิปัตย์,30
ไทยก้าวหน้า,0
ไทยภักดี,3
แรงงานสร้างชาติ,1
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,0
ภูมิใจไทย,56
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,1
โอกาสใหม่,1
เป็นธรรม,0
ประชาชน,279
ประชาไทย,2
ไทยสร้างไทย,9
ไทยก้าวใหม่,3
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
