party,score
ไทยทรัพย์ทวี,2
เพื่อชาติไทย,4
ใหม่,3
มิติใหม่,0
รวมใจไทย,3
รวมไทยสร้างชาติ,9
พลวัต,0
ประชาธิปไตยใหม่,2
เพื่อไทย,83
ทางเลือกใหม่,1
เศรษฐกิจ,7
เสรีรวมไทย,3
รวมพลังประชาชน,2
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,14
ไทยก้าวหน้า,0
ไทยภักดี,4
แรงงานสร้างชาติ,1
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,10
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,0
พลังประชารัฐ,0
โอกาสใหม่,4
เป็นธรรม,0
ประชาชน,255
ประชาไทย,1
ไทยสร้างไทย,5
ไทยก้าวใหม่,3
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,1
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
