party,score
ไทยทรัพย์ทวี,8
เพื่อชาติไทย,6
ใหม่,4
มิติใหม่,2
รวมใจไทย,5
รวมไทยสร้างชาติ,6
พลวัต,1
ประชาธิปไตยใหม่,6
เพื่อไทย,102
ทางเลือกใหม่,1
เศรษฐกิจ,7
เสรีรวมไทย,1
รวมพลังประชาชน,3
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,1
คลองไทย,1
ประชาธิปัตย์,7
ไทยก้าวหน้า,0
ไทยภักดี,0
แรงงานสร้างชาติ,3
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,2
รักชาติ,0
ไทยพร้อม,1
ภูมิใจไทย,47
พลังธรรมใหม่,0
กรีน,1
ไทยธรรม,1
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,2
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,200
ประชาไทย,0
ไทยสร้างไทย,1
ไทยก้าวใหม่,5
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,2
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
