party,score
ไทยทรัพย์ทวี,2
เพื่อชาติไทย,6
ใหม่,1
มิติใหม่,4
รวมใจไทย,3
รวมไทยสร้างชาติ,1
พลวัต,0
ประชาธิปไตยใหม่,7
เพื่อไทย,81
ทางเลือกใหม่,0
เศรษฐกิจ,8
เสรีรวมไทย,0
รวมพลังประชาชน,4
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,13
ไทยก้าวหน้า,1
ไทยภักดี,0
แรงงานสร้างชาติ,1
ประชากรไทย,2
ครูไทยเพื่อประชาชน,1
ประชาชาติ,2
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,3
ภูมิใจไทย,31
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,1
แผ่นดินธรรม,0
กล้าธรรม,1
พลังประชารัฐ,1
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,92
ประชาไทย,0
ไทยสร้างไทย,1
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,1
เพื่อบ้านเมือง,1
พลังไทยรักชาติ,0
