party,score
ไทยทรัพย์ทวี,6
เพื่อชาติไทย,5
ใหม่,1
มิติใหม่,2
รวมใจไทย,3
รวมไทยสร้างชาติ,1
พลวัต,1
ประชาธิปไตยใหม่,3
เพื่อไทย,91
ทางเลือกใหม่,3
เศรษฐกิจ,10
เสรีรวมไทย,1
รวมพลังประชาชน,8
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,0
ไทยชนะ,2
พลังสังคมใหม่,1
สังคมประชาธิปไตยไทย,1
ฟิวชัน,1
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,2
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,1
คลองไทย,0
ประชาธิปัตย์,18
ไทยก้าวหน้า,1
ไทยภักดี,1
แรงงานสร้างชาติ,1
ประชากรไทย,3
ครูไทยเพื่อประชาชน,1
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,3
ภูมิใจไทย,39
พลังธรรมใหม่,0
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,1
โอกาสใหม่,2
เป็นธรรม,0
ประชาชน,140
ประชาไทย,1
ไทยสร้างไทย,2
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,2
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
