party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,2
ใหม่,2
มิติใหม่,3
รวมใจไทย,1
รวมไทยสร้างชาติ,3
พลวัต,2
ประชาธิปไตยใหม่,4
เพื่อไทย,109
ทางเลือกใหม่,0
เศรษฐกิจ,15
เสรีรวมไทย,1
รวมพลังประชาชน,2
ท้องที่ไทย,1
อนาคตไทย,1
พลังเพื่อไทย,3
ไทยชนะ,2
พลังสังคมใหม่,3
สังคมประชาธิปไตยไทย,0
ฟิวชัน,1
ไทรวมพลัง,0
ก้าวอิสระ,3
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,6
ไทยก้าวหน้า,0
ไทยภักดี,0
แรงงานสร้างชาติ,3
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,3
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,33
พลังธรรมใหม่,1
กรีน,1
ไทยธรรม,1
แผ่นดินธรรม,1
กล้าธรรม,2
พลังประชารัฐ,1
โอกาสใหม่,4
เป็นธรรม,1
ประชาชน,189
ประชาไทย,1
ไทยสร้างไทย,3
ไทยก้าวใหม่,2
ประชาอาสาชาติ,1
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,1
ความหวังใหม่,1
ไทยรวมไทย,1
เพื่อบ้านเมือง,1
พลังไทยรักชาติ,1
