party,score
ไทยทรัพย์ทวี,0
เพื่อชาติไทย,1
ใหม่,1
มิติใหม่,0
รวมใจไทย,1
รวมไทยสร้างชาติ,5
พลวัต,0
ประชาธิปไตยใหม่,2
เพื่อไทย,63
ทางเลือกใหม่,1
เศรษฐกิจ,10
เสรีรวมไทย,4
รวมพลังประชาชน,5
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,1
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,21
ไทยก้าวหน้า,1
ไทยภักดี,0
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,1
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,50
พลังธรรมใหม่,1
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,0
โอกาสใหม่,1
เป็นธรรม,0
ประชาชน,182
ประชาไทย,0
ไทยสร้างไทย,3
ไทยก้าวใหม่,3
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,1
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
