party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,3
ใหม่,2
มิติใหม่,5
รวมใจไทย,1
รวมไทยสร้างชาติ,2
พลวัต,0
ประชาธิปไตยใหม่,8
เพื่อไทย,119
ทางเลือกใหม่,4
เศรษฐกิจ,10
เสรีรวมไทย,1
รวมพลังประชาชน,2
ท้องที่ไทย,1
อนาคตไทย,1
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,1
สังคมประชาธิปไตยไทย,1
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,1
คลองไทย,0
ประชาธิปัตย์,30
ไทยก้าวหน้า,1
ไทยภักดี,1
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,0
ภูมิใจไทย,42
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,1
กล้าธรรม,0
พลังประชารัฐ,2
โอกาสใหม่,1
เป็นธรรม,0
ประชาชน,254
ประชาไทย,2
ไทยสร้างไทย,2
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
