party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,6
ใหม่,3
มิติใหม่,2
รวมใจไทย,0
รวมไทยสร้างชาติ,12
พลวัต,1
ประชาธิปไตยใหม่,5
เพื่อไทย,127
ทางเลือกใหม่,1
เศรษฐกิจ,18
เสรีรวมไทย,2
รวมพลังประชาชน,3
ท้องที่ไทย,1
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,1
สังคมประชาธิปไตยไทย,0
ฟิวชัน,1
ไทรวมพลัง,1
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,30
ไทยก้าวหน้า,3
ไทยภักดี,4
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,0
ภูมิใจไทย,50
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,3
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,240
ประชาไทย,0
ไทยสร้างไทย,3
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,2
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
