party,score
ไทยทรัพย์ทวี,11
เพื่อชาติไทย,9
ใหม่,2
มิติใหม่,2
รวมใจไทย,3
รวมไทยสร้างชาติ,10
พลวัต,2
ประชาธิปไตยใหม่,6
เพื่อไทย,125
ทางเลือกใหม่,3
เศรษฐกิจ,20
เสรีรวมไทย,3
รวมพลังประชาชน,4
ท้องที่ไทย,0
อนาคตไทย,2
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,1
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,13
ไทยก้าวหน้า,2
ไทยภักดี,1
แรงงานสร้างชาติ,3
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,30
พลังธรรมใหม่,3
กรีน,0
ไทยธรรม,2
แผ่นดินธรรม,0
กล้าธรรม,0
พลังประชารัฐ,1
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,300
ประชาไทย,1
ไทยสร้างไทย,4
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
