party,score
ไทยทรัพย์ทวี,8
เพื่อชาติไทย,8
ใหม่,2
มิติใหม่,2
รวมใจไทย,3
รวมไทยสร้างชาติ,18
พลวัต,2
ประชาธิปไตยใหม่,5
เพื่อไทย,13
ทางเลือกใหม่,0
เศรษฐกิจ,6
เสรีรวมไทย,1
รวมพลังประชาชน,2
ท้องที่ไทย,1
อนาคตไทย,1
พลังเพื่อไทย,2
ไทยชนะ,3
พลังสังคมใหม่,1
สังคมประชาธิปไตยไทย,1
ฟิวชัน,1
ไทรวมพลัง,1
ก้าวอิสระ,1
ปวงชนไทย,1
วิชชั่นใหม่,3
เพื่อชีวิตใหม่,2
คลองไทย,1
ประชาธิปัตย์,1
ไทยก้าวหน้า,2
ไทยภักดี,2
แรงงานสร้างชาติ,2
ประชากรไทย,2
ครูไทยเพื่อประชาชน,2
ประชาชาติ,2
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,5
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,0
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,33
ประชาไทย,0
ไทยสร้างไทย,1
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,2
