party,score
ไทยทรัพย์ทวี,15
เพื่อชาติไทย,7
ใหม่,1
มิติใหม่,5
รวมใจไทย,3
รวมไทยสร้างชาติ,4
พลวัต,2
ประชาธิปไตยใหม่,8
เพื่อไทย,67
ทางเลือกใหม่,1
เศรษฐกิจ,4
เสรีรวมไทย,0
รวมพลังประชาชน,1
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,2
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,1
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,6
ไทยก้าวหน้า,0
ไทยภักดี,1
แรงงานสร้างชาติ,1
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,14
พลังธรรมใหม่,1
กรีน,2
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,0
พลังประชารัฐ,1
โอกาสใหม่,1
เป็นธรรม,0
ประชาชน,49
ประชาไทย,0
ไทยสร้างไทย,0
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
