party,score
ไทยทรัพย์ทวี,6
เพื่อชาติไทย,3
ใหม่,2
มิติใหม่,0
รวมใจไทย,1
รวมไทยสร้างชาติ,14
พลวัต,0
ประชาธิปไตยใหม่,4
เพื่อไทย,122
ทางเลือกใหม่,2
เศรษฐกิจ,2
เสรีรวมไทย,3
รวมพลังประชาชน,3
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,1
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,1
คลองไทย,2
ประชาธิปัตย์,13
ไทยก้าวหน้า,0
ไทยภักดี,5
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,1
ประชาชาติ,3
สร้างอนาคตไทย,2
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,70
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,1
โอกาสใหม่,4
เป็นธรรม,0
ประชาชน,511
ประชาไทย,1
ไทยสร้างไทย,3
ไทยก้าวใหม่,2
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
