party,score
ไทยทรัพย์ทวี,5
เพื่อชาติไทย,5
ใหม่,2
มิติใหม่,1
รวมใจไทย,5
รวมไทยสร้างชาติ,3
พลวัต,0
ประชาธิปไตยใหม่,12
เพื่อไทย,158
ทางเลือกใหม่,5
เศรษฐกิจ,10
เสรีรวมไทย,5
รวมพลังประชาชน,2
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,1
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,3
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,1
คลองไทย,1
ประชาธิปัตย์,0
ไทยก้าวหน้า,3
ไทยภักดี,6
แรงงานสร้างชาติ,2
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,26
พลังธรรมใหม่,3
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,1
พลังประชารัฐ,1
โอกาสใหม่,0
เป็นธรรม,2
ประชาชน,189
ประชาไทย,2
ไทยสร้างไทย,6
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,1
ไทยรวมไทย,0
เพื่อบ้านเมือง,1
พลังไทยรักชาติ,0
