party,score
ไทยทรัพย์ทวี,5
เพื่อชาติไทย,6
ใหม่,3
มิติใหม่,2
รวมใจไทย,2
รวมไทยสร้างชาติ,5
พลวัต,1
ประชาธิปไตยใหม่,9
เพื่อไทย,163
ทางเลือกใหม่,2
เศรษฐกิจ,9
เสรีรวมไทย,2
รวมพลังประชาชน,3
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,3
ไทยชนะ,1
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,1
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,13
ไทยก้าวหน้า,0
ไทยภักดี,0
แรงงานสร้างชาติ,1
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,0
ภูมิใจไทย,23
พลังธรรมใหม่,3
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,3
พลังประชารัฐ,0
โอกาสใหม่,1
เป็นธรรม,0
ประชาชน,163
ประชาไทย,1
ไทยสร้างไทย,1
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
