party,score
ไทยทรัพย์ทวี,12
เพื่อชาติไทย,4
ใหม่,3
มิติใหม่,4
รวมใจไทย,1
รวมไทยสร้างชาติ,6
พลวัต,1
ประชาธิปไตยใหม่,5
เพื่อไทย,100
ทางเลือกใหม่,3
เศรษฐกิจ,10
เสรีรวมไทย,2
รวมพลังประชาชน,5
ท้องที่ไทย,1
อนาคตไทย,0
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,30
ไทยก้าวหน้า,1
ไทยภักดี,2
แรงงานสร้างชาติ,2
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,2
ไทยพร้อม,0
ภูมิใจไทย,49
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,2
แผ่นดินธรรม,1
กล้าธรรม,2
พลังประชารัฐ,3
โอกาสใหม่,1
เป็นธรรม,0
ประชาชน,251
ประชาไทย,2
ไทยสร้างไทย,6
ไทยก้าวใหม่,2
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
