party,score
ไทยทรัพย์ทวี,3
เพื่อชาติไทย,2
ใหม่,2
มิติใหม่,0
รวมใจไทย,2
รวมไทยสร้างชาติ,3
พลวัต,2
ประชาธิปไตยใหม่,8
เพื่อไทย,62
ทางเลือกใหม่,0
เศรษฐกิจ,12
เสรีรวมไทย,0
รวมพลังประชาชน,3
ท้องที่ไทย,1
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,1
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,11
ไทยก้าวหน้า,0
ไทยภักดี,3
แรงงานสร้างชาติ,2
ประชากรไทย,1
ครูไทยเพื่อประชาชน,1
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,56
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,3
พลังประชารัฐ,2
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,212
ประชาไทย,2
ไทยสร้างไทย,0
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,1
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
