party,score
ไทยทรัพย์ทวี,2
เพื่อชาติไทย,9
ใหม่,1
มิติใหม่,0
รวมใจไทย,3
รวมไทยสร้างชาติ,8
พลวัต,0
ประชาธิปไตยใหม่,5
เพื่อไทย,130
ทางเลือกใหม่,1
เศรษฐกิจ,7
เสรีรวมไทย,2
รวมพลังประชาชน,3
ท้องที่ไทย,2
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,1
พลังสังคมใหม่,1
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,2
ก้าวอิสระ,1
ปวงชนไทย,1
วิชชั่นใหม่,2
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,25
ไทยก้าวหน้า,3
ไทยภักดี,1
แรงงานสร้างชาติ,1
ประชากรไทย,3
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,0
ภูมิใจไทย,1
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,1
กล้าธรรม,3
พลังประชารัฐ,1
โอกาสใหม่,6
เป็นธรรม,0
ประชาชน,11
ประชาไทย,1
ไทยสร้างไทย,6
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
