party,score
ไทยทรัพย์ทวี,6
เพื่อชาติไทย,0
ใหม่,2
มิติใหม่,3
รวมใจไทย,2
รวมไทยสร้างชาติ,8
พลวัต,1
ประชาธิปไตยใหม่,11
เพื่อไทย,75
ทางเลือกใหม่,0
เศรษฐกิจ,4
เสรีรวมไทย,0
รวมพลังประชาชน,0
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,3
ไทยชนะ,1
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,2
ฟิวชัน,1
ไทรวมพลัง,2
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,2
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,2
ไทยก้าวหน้า,3
ไทยภักดี,1
แรงงานสร้างชาติ,0
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,3
ไทยพร้อม,0
ภูมิใจไทย,3
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,1
แผ่นดินธรรม,1
กล้าธรรม,1
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,57
ประชาไทย,0
ไทยสร้างไทย,3
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
