party,score
ไทยทรัพย์ทวี,6
เพื่อชาติไทย,9
ใหม่,4
มิติใหม่,4
รวมใจไทย,3
รวมไทยสร้างชาติ,11
พลวัต,0
ประชาธิปไตยใหม่,15
เพื่อไทย,83
ทางเลือกใหม่,4
เศรษฐกิจ,5
เสรีรวมไทย,1
รวมพลังประชาชน,6
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,3
ไทยชนะ,1
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,1
วิชชั่นใหม่,3
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,22
ไทยก้าวหน้า,0
ไทยภักดี,0
แรงงานสร้างชาติ,3
ประชากรไทย,2
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,44
พลังธรรมใหม่,0
กรีน,1
ไทยธรรม,1
แผ่นดินธรรม,1
กล้าธรรม,2
พลังประชารัฐ,1
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,111
ประชาไทย,2
ไทยสร้างไทย,3
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,2
