party,score
ไทยทรัพย์ทวี,0
เพื่อชาติไทย,0
ใหม่,0
มิติใหม่,0
รวมใจไทย,0
รวมไทยสร้างชาติ,0
พลวัต,0
ประชาธิปไตยใหม่,0
เพื่อไทย,0
ทางเลือกใหม่,1
เศรษฐกิจ,11
เสรีรวมไทย,3
รวมพลังประชาชน,0
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,1
ไทรวมพลัง,3
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,13
ไทยก้าวหน้า,0
ไทยภักดี,4
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,1
ภูมิใจไทย,48
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,3
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,539
ประชาไทย,0
ไทยสร้างไทย,4
ไทยก้าวใหม่,3
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,1
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
