party,score
ไทยทรัพย์ทวี,11
เพื่อชาติไทย,3
ใหม่,2
มิติใหม่,2
รวมใจไทย,2
รวมไทยสร้างชาติ,4
พลวัต,1
ประชาธิปไตยใหม่,5
เพื่อไทย,70
ทางเลือกใหม่,1
เศรษฐกิจ,3
เสรีรวมไทย,3
รวมพลังประชาชน,4
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,9
ไทยก้าวหน้า,1
ไทยภักดี,0
แรงงานสร้างชาติ,1
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,2
สร้างอนาคตไทย,0
รักชาติ,3
ไทยพร้อม,0
ภูมิใจไทย,27
พลังธรรมใหม่,3
กรีน,0
ไทยธรรม,1
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,99
ประชาไทย,1
ไทยสร้างไทย,1
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
