party,score
ไทยทรัพย์ทวี,2
เพื่อชาติไทย,2
ใหม่,4
มิติใหม่,0
รวมใจไทย,0
รวมไทยสร้างชาติ,21
พลวัต,0
ประชาธิปไตยใหม่,5
เพื่อไทย,93
ทางเลือกใหม่,4
เศรษฐกิจ,29
เสรีรวมไทย,2
รวมพลังประชาชน,1
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,1
ฟิวชัน,0
ไทรวมพลัง,1
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,1
คลองไทย,0
ประชาธิปัตย์,15
ไทยก้าวหน้า,1
ไทยภักดี,5
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,69
พลังธรรมใหม่,1
กรีน,1
ไทยธรรม,1
แผ่นดินธรรม,1
กล้าธรรม,2
พลังประชารัฐ,1
โอกาสใหม่,1
เป็นธรรม,1
ประชาชน,285
ประชาไทย,1
ไทยสร้างไทย,3
ไทยก้าวใหม่,4
ประชาอาสาชาติ,1
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,1
ความหวังใหม่,1
ไทยรวมไทย,1
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
