party,score
ไทยทรัพย์ทวี,1
เพื่อชาติไทย,4
ใหม่,1
มิติใหม่,2
รวมใจไทย,1
รวมไทยสร้างชาติ,5
พลวัต,1
ประชาธิปไตยใหม่,3
เพื่อไทย,73
ทางเลือกใหม่,1
เศรษฐกิจ,11
เสรีรวมไทย,4
รวมพลังประชาชน,3
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,11
ไทยก้าวหน้า,0
ไทยภักดี,2
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,2
รักชาติ,2
ไทยพร้อม,0
ภูมิใจไทย,39
พลังธรรมใหม่,0
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,1
พลังประชารัฐ,0
โอกาสใหม่,4
เป็นธรรม,1
ประชาชน,256
ประชาไทย,0
ไทยสร้างไทย,7
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
