party,score
ไทยทรัพย์ทวี,2
เพื่อชาติไทย,3
ใหม่,1
มิติใหม่,2
รวมใจไทย,1
รวมไทยสร้างชาติ,8
พลวัต,1
ประชาธิปไตยใหม่,4
เพื่อไทย,132
ทางเลือกใหม่,1
เศรษฐกิจ,7
เสรีรวมไทย,0
รวมพลังประชาชน,2
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,4
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,2
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,16
ไทยก้าวหน้า,1
ไทยภักดี,2
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,1
รักชาติ,0
ไทยพร้อม,1
ภูมิใจไทย,71
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,1
กล้าธรรม,2
พลังประชารัฐ,1
โอกาสใหม่,7
เป็นธรรม,0
ประชาชน,292
ประชาไทย,2
ไทยสร้างไทย,3
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
