party,score
ไทยทรัพย์ทวี,5
เพื่อชาติไทย,11
ใหม่,5
มิติใหม่,2
รวมใจไทย,6
รวมไทยสร้างชาติ,16
พลวัต,1
ประชาธิปไตยใหม่,6
เพื่อไทย,76
ทางเลือกใหม่,1
เศรษฐกิจ,4
เสรีรวมไทย,2
รวมพลังประชาชน,4
ท้องที่ไทย,1
อนาคตไทย,1
พลังเพื่อไทย,4
ไทยชนะ,3
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,1
ฟิวชัน,0
ไทรวมพลัง,1
ก้าวอิสระ,2
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,1
คลองไทย,1
ประชาธิปัตย์,9
ไทยก้าวหน้า,3
ไทยภักดี,3
แรงงานสร้างชาติ,2
ประชากรไทย,2
ครูไทยเพื่อประชาชน,2
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,14
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,0
พลังประชารัฐ,1
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,75
ประชาไทย,0
ไทยสร้างไทย,2
ไทยก้าวใหม่,3
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,2
