party,score
ไทยทรัพย์ทวี,2
เพื่อชาติไทย,6
ใหม่,1
มิติใหม่,1
รวมใจไทย,1
รวมไทยสร้างชาติ,5
พลวัต,2
ประชาธิปไตยใหม่,7
เพื่อไทย,82
ทางเลือกใหม่,3
เศรษฐกิจ,7
เสรีรวมไทย,1
รวมพลังประชาชน,2
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,1
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,1
ก้าวอิสระ,0
ปวงชนไทย,2
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,1
คลองไทย,1
ประชาธิปัตย์,0
ไทยก้าวหน้า,2
ไทยภักดี,0
แรงงานสร้างชาติ,1
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,16
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,2
แผ่นดินธรรม,0
กล้าธรรม,3
พลังประชารัฐ,2
โอกาสใหม่,6
เป็นธรรม,0
ประชาชน,14
ประชาไทย,0
ไทยสร้างไทย,0
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
