party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,1
ใหม่,4
มิติใหม่,2
รวมใจไทย,1
รวมไทยสร้างชาติ,1
พลวัต,1
ประชาธิปไตยใหม่,2
เพื่อไทย,64
ทางเลือกใหม่,2
เศรษฐกิจ,10
เสรีรวมไทย,2
รวมพลังประชาชน,9
ท้องที่ไทย,1
อนาคตไทย,1
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,10
ไทยก้าวหน้า,0
ไทยภักดี,4
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,1
ภูมิใจไทย,18
พลังธรรมใหม่,2
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,5
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,303
ประชาไทย,0
ไทยสร้างไทย,1
ไทยก้าวใหม่,5
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
