party,score
ไทยทรัพย์ทวี,5
เพื่อชาติไทย,7
ใหม่,6
มิติใหม่,3
รวมใจไทย,3
รวมไทยสร้างชาติ,5
พลวัต,1
ประชาธิปไตยใหม่,5
เพื่อไทย,127.48571428571428
ทางเลือกใหม่,4
เศรษฐกิจ,7
เสรีรวมไทย,0
รวมพลังประชาชน,3
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,3
ไทยชนะ,3
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,2
ฟิวชัน,2
ไทรวมพลัง,2
ก้าวอิสระ,1
ปวงชนไทย,1
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,1
คลองไทย,2
ประชาธิปัตย์,16
ไทยก้าวหน้า,0
ไทยภักดี,1
แรงงานสร้างชาติ,1
ประชากรไทย,3
ครูไทยเพื่อประชาชน,0
ประชาชาติ,2
สร้างอนาคตไทย,2
รักชาติ,2
ไทยพร้อม,1
ภูมิใจไทย,26
พลังธรรมใหม่,0
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,2
โอกาสใหม่,1
เป็นธรรม,0
ประชาชน,184
ประชาไทย,2
ไทยสร้างไทย,1
ไทยก้าวใหม่,0
ประชาอาสาชาติ,1
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,2
เพื่อบ้านเมือง,2
พลังไทยรักชาติ,1
