party,score
ไทยทรัพย์ทวี,6
เพื่อชาติไทย,5
ใหม่,2
มิติใหม่,0
รวมใจไทย,5
รวมไทยสร้างชาติ,7
พลวัต,1
ประชาธิปไตยใหม่,4
เพื่อไทย,77
ทางเลือกใหม่,1
เศรษฐกิจ,3
เสรีรวมไทย,2
รวมพลังประชาชน,4
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,1
คลองไทย,1
ประชาธิปัตย์,28.968354430379748
ไทยก้าวหน้า,3
ไทยภักดี,1
แรงงานสร้างชาติ,3
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,1
ภูมิใจไทย,31
พลังธรรมใหม่,3
กรีน,0
ไทยธรรม,2
แผ่นดินธรรม,1
กล้าธรรม,6
พลังประชารัฐ,1
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,199
ประชาไทย,1
ไทยสร้างไทย,4
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,1
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
