party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,2
ใหม่,1
มิติใหม่,1
รวมใจไทย,2
รวมไทยสร้างชาติ,7
พลวัต,0
ประชาธิปไตยใหม่,7
เพื่อไทย,99
ทางเลือกใหม่,2
เศรษฐกิจ,11
เสรีรวมไทย,2
รวมพลังประชาชน,0
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,1
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,1
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,45
ไทยก้าวหน้า,0
ไทยภักดี,2
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,35.800000000000004
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,5
พลังประชารัฐ,0
โอกาสใหม่,2
เป็นธรรม,2
ประชาชน,179
ประชาไทย,1
ไทยสร้างไทย,1
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
