party,score
ไทยทรัพย์ทวี,5
เพื่อชาติไทย,4
ใหม่,1
มิติใหม่,5
รวมใจไทย,1
รวมไทยสร้างชาติ,3
พลวัต,1
ประชาธิปไตยใหม่,6
เพื่อไทย,118
ทางเลือกใหม่,1
เศรษฐกิจ,3
เสรีรวมไทย,0
รวมพลังประชาชน,5
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,1
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,13
ไทยก้าวหน้า,0
ไทยภักดี,1
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,1
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,22
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,1
กล้าธรรม,1
พลังประชารัฐ,0
โอกาสใหม่,5
เป็นธรรม,1
ประชาชน,133
ประชาไทย,1
ไทยสร้างไทย,3
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,1
พลังไทยรักชาติ,0
