party,score
ไทยทรัพย์ทวี,10
เพื่อชาติไทย,11
ใหม่,1
มิติใหม่,1
รวมใจไทย,1
รวมไทยสร้างชาติ,1
พลวัต,0
ประชาธิปไตยใหม่,9
เพื่อไทย,131
ทางเลือกใหม่,0
เศรษฐกิจ,10
เสรีรวมไทย,2
รวมพลังประชาชน,3
ท้องที่ไทย,1
อนาคตไทย,1
พลังเพื่อไทย,2
ไทยชนะ,1
พลังสังคมใหม่,1
สังคมประชาธิปไตยไทย,1
ฟิวชัน,1
ไทรวมพลัง,1
ก้าวอิสระ,1
ปวงชนไทย,1
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,1
คลองไทย,1
ประชาธิปัตย์,17
ไทยก้าวหน้า,1
ไทยภักดี,2
แรงงานสร้างชาติ,1
ประชากรไทย,1
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,3
พลังธรรมใหม่,0
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,2
กล้าธรรม,0
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,0
ประชาไทย,1
ไทยสร้างไทย,0
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
