party,score
ไทยทรัพย์ทวี,5
เพื่อชาติไทย,7
ใหม่,4
มิติใหม่,1
รวมใจไทย,4
รวมไทยสร้างชาติ,6
พลวัต,2
ประชาธิปไตยใหม่,5
เพื่อไทย,84
ทางเลือกใหม่,2
เศรษฐกิจ,12
เสรีรวมไทย,1
รวมพลังประชาชน,3
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,3
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,6
ไทยก้าวหน้า,1
ไทยภักดี,0
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,10
พลังธรรมใหม่,1
กรีน,1
ไทยธรรม,1
แผ่นดินธรรม,1
กล้าธรรม,1
พลังประชารัฐ,1
โอกาสใหม่,1
เป็นธรรม,1
ประชาชน,98
ประชาไทย,1
ไทยสร้างไทย,1
ไทยก้าวใหม่,2
ประชาอาสาชาติ,1
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,1
ความหวังใหม่,1
ไทยรวมไทย,1
เพื่อบ้านเมือง,1
พลังไทยรักชาติ,1
