party,score
ไทยทรัพย์ทวี,1
เพื่อชาติไทย,2
ใหม่,0
มิติใหม่,1
รวมใจไทย,0
รวมไทยสร้างชาติ,4
พลวัต,0
ประชาธิปไตยใหม่,2
เพื่อไทย,59
ทางเลือกใหม่,1
เศรษฐกิจ,7
เสรีรวมไทย,4
รวมพลังประชาชน,1
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,0
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,1
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,15
ไทยก้าวหน้า,0
ไทยภักดี,2
แรงงานสร้างชาติ,0
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,0
ภูมิใจไทย,43
พลังธรรมใหม่,0
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,3
พลังประชารัฐ,1
โอกาสใหม่,2
เป็นธรรม,1
ประชาชน,549
ประชาไทย,1
ไทยสร้างไทย,4
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
