party,score
ไทยทรัพย์ทวี,8
เพื่อชาติไทย,11
ใหม่,1
มิติใหม่,1
รวมใจไทย,2
รวมไทยสร้างชาติ,6
พลวัต,0
ประชาธิปไตยใหม่,5
เพื่อไทย,95
ทางเลือกใหม่,2
เศรษฐกิจ,9
เสรีรวมไทย,1
รวมพลังประชาชน,2
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,3
ไทยชนะ,1
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,18
ไทยก้าวหน้า,1
ไทยภักดี,1
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,1
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,16
พลังธรรมใหม่,2
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,1
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,119
ประชาไทย,1
ไทยสร้างไทย,0
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
