party,score
ไทยทรัพย์ทวี,5
เพื่อชาติไทย,5
ใหม่,1
มิติใหม่,0
รวมใจไทย,2
รวมไทยสร้างชาติ,9
พลวัต,1
ประชาธิปไตยใหม่,6
เพื่อไทย,70
ทางเลือกใหม่,1
เศรษฐกิจ,4
เสรีรวมไทย,1
รวมพลังประชาชน,1
ท้องที่ไทย,2
อนาคตไทย,2
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,2
ประชาธิปัตย์,17.61392405063291
ไทยก้าวหน้า,1
ไทยภักดี,4
แรงงานสร้างชาติ,1
ประชากรไทย,1
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,1
รักชาติ,0
ไทยพร้อม,3
ภูมิใจไทย,22
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,5
พลังประชารัฐ,1
โอกาสใหม่,0
เป็นธรรม,1
ประชาชน,121
ประชาไทย,2
ไทยสร้างไทย,1
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
