party,score
ไทยทรัพย์ทวี,3
เพื่อชาติไทย,3
ใหม่,4
มิติใหม่,1
รวมใจไทย,0
รวมไทยสร้างชาติ,15
พลวัต,1
ประชาธิปไตยใหม่,5
เพื่อไทย,87
ทางเลือกใหม่,1
เศรษฐกิจ,11
เสรีรวมไทย,3
รวมพลังประชาชน,2
ท้องที่ไทย,1
อนาคตไทย,2
พลังเพื่อไทย,3
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,2
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,2
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,11
ไทยก้าวหน้า,0
ไทยภักดี,2
แรงงานสร้างชาติ,2
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,2
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,49
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,1
แผ่นดินธรรม,0
กล้าธรรม,2
พลังประชารัฐ,1
โอกาสใหม่,1
เป็นธรรม,2
ประชาชน,132
ประชาไทย,0
ไทยสร้างไทย,2
ไทยก้าวใหม่,1
ประชาอาสาชาติ,1
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
