party,score
ไทยทรัพย์ทวี,6
เพื่อชาติไทย,6
ใหม่,1
มิติใหม่,0
รวมใจไทย,0
รวมไทยสร้างชาติ,7
พลวัต,2
ประชาธิปไตยใหม่,9
เพื่อไทย,129
ทางเลือกใหม่,0
เศรษฐกิจ,9
เสรีรวมไทย,1
รวมพลังประชาชน,3
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,1
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,4
ไทยก้าวหน้า,2
ไทยภักดี,1
แรงงานสร้างชาติ,1
ประชากรไทย,1
ครูไทยเพื่อประชาชน,3
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,2
ภูมิใจไทย,39
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,3
พลังประชารัฐ,0
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,186
ประชาไทย,0
ไทยสร้างไทย,3
ไทยก้าวใหม่,3
ประชาอาสาชาติ,1
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,1
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
