party,score
ไทยทรัพย์ทวี,6
เพื่อชาติไทย,9
ใหม่,1
มิติใหม่,1
รวมใจไทย,0
รวมไทยสร้างชาติ,5
พลวัต,0
ประชาธิปไตยใหม่,8
เพื่อไทย,147
ทางเลือกใหม่,1
เศรษฐกิจ,3
เสรีรวมไทย,1
รวมพลังประชาชน,5
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,1
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,0
คลองไทย,1
ประชาธิปัตย์,9
ไทยก้าวหน้า,2
ไทยภักดี,3
แรงงานสร้างชาติ,0
ประชากรไทย,1
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,2
รักชาติ,3
ไทยพร้อม,2
ภูมิใจไทย,23
พลังธรรมใหม่,2
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,1
กล้าธรรม,4
พลังประชารัฐ,0
โอกาสใหม่,1
เป็นธรรม,1
ประชาชน,163
ประชาไทย,1
ไทยสร้างไทย,4
ไทยก้าวใหม่,1
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
