party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,7
ใหม่,1
มิติใหม่,3
รวมใจไทย,0
รวมไทยสร้างชาติ,2
พลวัต,0
ประชาธิปไตยใหม่,4
เพื่อไทย,89
ทางเลือกใหม่,1
เศรษฐกิจ,0
เสรีรวมไทย,1
รวมพลังประชาชน,3
ท้องที่ไทย,0
อนาคตไทย,1
พลังเพื่อไทย,3
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,1
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,1
ปวงชนไทย,0
วิชชั่นใหม่,2
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,8
ไทยก้าวหน้า,1
ไทยภักดี,1
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,0
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,1
ภูมิใจไทย,24
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,1
แผ่นดินธรรม,0
กล้าธรรม,0
พลังประชารัฐ,1
โอกาสใหม่,4
เป็นธรรม,0
ประชาชน,149
ประชาไทย,1
ไทยสร้างไทย,0
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
