party,score
ไทยทรัพย์ทวี,6
เพื่อชาติไทย,5
ใหม่,1
มิติใหม่,2
รวมใจไทย,3
รวมไทยสร้างชาติ,5
พลวัต,0
ประชาธิปไตยใหม่,3
เพื่อไทย,86
ทางเลือกใหม่,1
เศรษฐกิจ,8
เสรีรวมไทย,1
รวมพลังประชาชน,4
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,1
ไทยชนะ,0
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,18
ไทยก้าวหน้า,0
ไทยภักดี,4
แรงงานสร้างชาติ,0
ประชากรไทย,1
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,1
ไทยพร้อม,2
ภูมิใจไทย,19
พลังธรรมใหม่,1
กรีน,1
ไทยธรรม,1
แผ่นดินธรรม,1
กล้าธรรม,2
พลังประชารัฐ,1
โอกาสใหม่,1
เป็นธรรม,2
ประชาชน,16
ประชาไทย,1
ไทยสร้างไทย,3
ไทยก้าวใหม่,2
ประชาอาสาชาติ,1
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,1
ไทยพิทักษ์ธรรม,1
ความหวังใหม่,1
ไทยรวมไทย,1
เพื่อบ้านเมือง,1
พลังไทยรักชาติ,1
