party,score
ไทยทรัพย์ทวี,5
เพื่อชาติไทย,7
ใหม่,4
มิติใหม่,2
รวมใจไทย,2
รวมไทยสร้างชาติ,9
พลวัต,1
ประชาธิปไตยใหม่,13
เพื่อไทย,55
ทางเลือกใหม่,1
เศรษฐกิจ,15
เสรีรวมไทย,5
รวมพลังประชาชน,3
ท้องที่ไทย,2
อนาคตไทย,3
พลังเพื่อไทย,4
ไทยชนะ,0
พลังสังคมใหม่,2
สังคมประชาธิปไตยไทย,2
ฟิวชัน,2
ไทรวมพลัง,0
ก้าวอิสระ,1
ปวงชนไทย,1
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,1
คลองไทย,2
ประชาธิปัตย์,25
ไทยก้าวหน้า,1
ไทยภักดี,3
แรงงานสร้างชาติ,3
ประชากรไทย,3
ครูไทยเพื่อประชาชน,1
ประชาชาติ,2
สร้างอนาคตไทย,2
รักชาติ,3
ไทยพร้อม,2
ภูมิใจไทย,34
พลังธรรมใหม่,1
กรีน,1
ไทยธรรม,1
แผ่นดินธรรม,0
กล้าธรรม,1
พลังประชารัฐ,2
โอกาสใหม่,0
เป็นธรรม,0
ประชาชน,143
ประชาไทย,2
ไทยสร้างไทย,0
ไทยก้าวใหม่,2
ประชาอาสาชาติ,1
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,2
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,1
ไทยรวมไทย,0
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,1
