party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,6
ใหม่,2
มิติใหม่,4
รวมใจไทย,5
รวมไทยสร้างชาติ,8
พลวัต,0
ประชาธิปไตยใหม่,8
เพื่อไทย,97.83172413793105
ทางเลือกใหม่,1
เศรษฐกิจ,1
เสรีรวมไทย,1
รวมพลังประชาชน,2
ท้องที่ไทย,1
อนาคตไทย,0
พลังเพื่อไทย,0
ไทยชนะ,1
พลังสังคมใหม่,0
สังคมประชาธิปไตยไทย,0
ฟิวชัน,1
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,3
เพื่อชีวิตใหม่,1
คลองไทย,1
ประชาธิปัตย์,21
ไทยก้าวหน้า,1
ไทยภักดี,5
แรงงานสร้างชาติ,3
ประชากรไทย,0
ครูไทยเพื่อประชาชน,1
ประชาชาติ,0
สร้างอนาคตไทย,1
รักชาติ,0
ไทยพร้อม,3
ภูมิใจไทย,26
พลังธรรมใหม่,2
กรีน,1
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,4
พลังประชารัฐ,1
โอกาสใหม่,4
เป็นธรรม,1
ประชาชน,224
ประชาไทย,1
ไทยสร้างไทย,2
ไทยก้าวใหม่,2
ประชาอาสาชาติ,1
พร้อม,1
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,1
พลังไทยรักชาติ,0
