party,score
ไทยทรัพย์ทวี,4
เพื่อชาติไทย,2
ใหม่,3
มิติใหม่,2
รวมใจไทย,5
รวมไทยสร้างชาติ,5
พลวัต,0
ประชาธิปไตยใหม่,7
เพื่อไทย,78
ทางเลือกใหม่,0
เศรษฐกิจ,3
เสรีรวมไทย,0
รวมพลังประชาชน,5
ท้องที่ไทย,0
อนาคตไทย,0
พลังเพื่อไทย,2
ไทยชนะ,0
พลังสังคมใหม่,1
สังคมประชาธิปไตยไทย,0
ฟิวชัน,0
ไทรวมพลัง,0
ก้าวอิสระ,0
ปวงชนไทย,0
วิชชั่นใหม่,0
เพื่อชีวิตใหม่,0
คลองไทย,0
ประชาธิปัตย์,24
ไทยก้าวหน้า,0
ไทยภักดี,0
แรงงานสร้างชาติ,0
ประชากรไทย,0
ครูไทยเพื่อประชาชน,0
ประชาชาติ,1
สร้างอนาคตไทย,1
รักชาติ,1
ไทยพร้อม,2
ภูมิใจไทย,37
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,1
กล้าธรรม,1
พลังประชารัฐ,2
โอกาสใหม่,4
เป็นธรรม,0
ประชาชน,130
ประชาไทย,0
ไทยสร้างไทย,7
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,0
เพื่อบ้านเมือง,1
พลังไทยรักชาติ,0
