party,score
ไทยทรัพย์ทวี,8
เพื่อชาติไทย,4
ใหม่,2
มิติใหม่,1
รวมใจไทย,0
รวมไทยสร้างชาติ,4
พลวัต,1
ประชาธิปไตยใหม่,17
เพื่อไทย,39
ทางเลือกใหม่,4
เศรษฐกิจ,3
เสรีรวมไทย,2
รวมพลังประชาชน,5
ท้องที่ไทย,3
อนาคตไทย,1
พลังเพื่อไทย,4
ไทยชนะ,1
พลังสังคมใหม่,2
สังคมประชาธิปไตยไทย,2
ฟิวชัน,1
ไทรวมพลัง,2
ก้าวอิสระ,1
ปวงชนไทย,2
วิชชั่นใหม่,3
เพื่อชีวิตใหม่,2
คลองไทย,2
ประชาธิปัตย์,8.699572344975053
ไทยก้าวหน้า,0
ไทยภักดี,0
แรงงานสร้างชาติ,2
ประชากรไทย,0
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,0
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,5
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,2
แผ่นดินธรรม,1
กล้าธรรม,1
พลังประชารัฐ,3
โอกาสใหม่,1
เป็นธรรม,1
ประชาชน,103
ประชาไทย,2
ไทยสร้างไทย,3
ไทยก้าวใหม่,1
ประชาอาสาชาติ,1
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,1
ไทยรวมไทย,0
เพื่อบ้านเมือง,1
พลังไทยรักชาติ,2
